ApprovalID,ApplicationID,LeadID,CustomerID,ProductID,Branch,Region,ApprovalDate,ApprovalStatus,ApprovedAmount,CreditLimit
2719,2719,2719,17710,5,DN1,South,2024-06-09,Approved,312778793,312778793
2722,2722,2722,72424,36,CT1,North,2024-12-27,Approved,150535529,150535529
2725,2725,2725,90797,47,CT1,Central,2024-09-02,Approved,46807485,46807485
2726,2726,2726,11431,12,HCM2,Central,2024-10-18,Approved,391962451,391962451
2727,2727,2727,84603,37,DN1,North,2024-08-21,Approved,346892316,346892316
2729,2729,2729,19557,23,HCM1,South,2024-03-18,Approved,180176594,180176594
2731,2731,2731,10162,14,CT1,North,2024-01-23,Approved,187727374,187727374
2732,2732,2732,44742,10,DN1,North,2024-01-27,Approved,86053102,86053102
2733,2733,2733,29675,7,HCM1,South,2024-08-14,Approved,50254489,50254489
2739,2739,2739,17896,36,HN1,Central,2024-07-23,Approved,211083273,211083273
2741,2741,2741,59733,46,DN1,North,2024-07-21,Approved,191300352,191300352
2743,2743,2743,15347,13,HCM2,Central,2024-12-07,Approved,412425380,412425380
2744,2744,2744,69063,42,CT1,South,2024-01-15,Approved,151110953,151110953
2745,2745,2745,12643,21,DN1,South,2024-12-14,Approved,199363773,199363773
2748,2748,2748,60026,29,CT1,South,2024-08-15,Approved,337539035,337539035
2751,2751,2751,27073,6,HCM2,North,2024-10-03,Approved,167844321,167844321
2753,2753,2753,24289,2,HN1,South,2024-01-24,Approved,280372462,280372462
2761,2761,2761,12539,45,CT1,South,2024-10-18,Approved,39557122,39557122
2763,2763,2763,80968,23,HCM1,Central,2024-05-21,Approved,21072707,21072707
2765,2765,2765,28745,13,DN1,Central,2024-06-05,Approved,350652625,350652625
2768,2768,2768,36928,36,HCM2,South,2024-04-03,Approved,162739578,162739578
2770,2770,2770,67714,47,HCM2,South,2024-09-21,Approved,384421457,384421457
2772,2772,2772,72292,9,HN1,North,2024-02-28,Approved,196676966,196676966
2777,2777,2777,16304,47,CT1,South,2024-08-19,Approved,292084649,292084649
2781,2781,2781,98553,32,DN1,South,2024-07-02,Approved,254164077,254164077
2786,2786,2786,72032,23,DN1,South,2024-02-08,Approved,257348200,257348200
2791,2791,2791,28474,29,HCM2,South,2024-10-08,Approved,195865652,195865652
2792,2792,2792,56760,44,HCM2,South,2024-08-26,Approved,80100292,80100292
2793,2793,2793,65718,34,HN1,North,2024-09-18,Approved,285908276,285908276
2794,2794,2794,54629,13,HCM1,North,2024-01-30,Approved,322654164,322654164
2795,2795,2795,55232,42,HCM1,Central,2024-04-25,Approved,165175763,165175763
2798,2798,2798,60669,31,DN1,South,2024-02-02,Approved,295659937,295659937
2799,2799,2799,88021,7,CT1,Central,2024-07-07,Approved,350021161,350021161
2800,2800,2800,79184,4,HCM2,North,2024-10-19,Approved,309891865,309891865
2804,2804,2804,24357,31,DN1,South,2024-02-11,Approved,152493869,152493869
2805,2805,2805,78673,35,DN1,North,2024-10-14,Approved,203572689,203572689
2808,2808,2808,88258,19,HCM2,North,2024-11-18,Approved,156239771,156239771
2811,2811,2811,84071,2,HCM2,Central,2025-01-01,Approved,386526046,386526046
2814,2814,2814,80202,2,HCM1,Central,2024-12-22,Approved,361597070,361597070
2817,2817,2817,77263,32,HCM1,South,2024-10-02,Approved,168095765,168095765
2831,2831,2831,82055,47,CT1,Central,2024-09-05,Approved,173246545,173246545
2833,2833,2833,28133,31,HCM1,Central,2024-11-08,Approved,57174020,57174020
2838,2838,2838,16823,32,HN1,Central,2024-12-05,Approved,88613590,88613590
2839,2839,2839,28489,1,CT1,Central,2024-07-17,Approved,47629882,47629882
2842,2842,2842,91816,42,HCM1,South,2024-05-26,Approved,105306060,105306060
2844,2844,2844,23565,2,CT1,North,2024-10-05,Approved,217512367,217512367
2851,2851,2851,31253,11,HCM2,North,2024-07-01,Approved,162218753,162218753
2854,2854,2854,36390,11,HCM2,Central,2024-10-28,Approved,468341044,468341044
2855,2855,2855,98664,45,DN1,Central,2024-10-14,Approved,320558595,320558595
2856,2856,2856,61578,3,HN1,Central,2024-01-28,Approved,190163662,190163662
2860,2860,2860,12551,27,CT1,North,2024-02-24,Approved,90022216,90022216
2861,2861,2861,81947,49,HN1,Central,2024-04-01,Approved,82206238,82206238
2862,2862,2862,71001,2,HCM2,Central,2024-06-04,Approved,261276761,261276761
2863,2863,2863,59159,49,DN1,South,2024-07-11,Approved,410844517,410844517
2864,2864,2864,61707,16,CT1,South,2024-11-10,Approved,169003760,169003760
2866,2866,2866,31800,30,HN1,North,2024-05-22,Approved,359933558,359933558
2867,2867,2867,85939,20,CT1,Central,2024-03-13,Approved,325741426,325741426
2869,2869,2869,17239,28,CT1,South,2024-12-08,Approved,217783722,217783722
2871,2871,2871,31384,32,CT1,North,2024-05-01,Approved,350482330,350482330
2873,2873,2873,50846,42,DN1,South,2024-06-04,Approved,362908410,362908410
2876,2876,2876,47991,13,HCM2,South,2024-09-05,Approved,229178448,229178448
2879,2879,2879,39139,47,HCM1,Central,2024-02-18,Approved,292561647,292561647
2880,2880,2880,95445,37,HN1,Central,2024-04-09,Approved,38063877,38063877
2883,2883,2883,94742,22,HN1,South,2024-08-05,Approved,93641672,93641672
2886,2886,2886,21116,27,HN1,Central,2024-04-10,Approved,281393848,281393848
2887,2887,2887,75794,41,HCM1,North,2024-01-17,Approved,176269432,176269432
2893,2893,2893,95120,2,DN1,Central,2024-08-15,Approved,189714754,189714754
2894,2894,2894,99087,12,HCM2,Central,2024-06-10,Approved,261065963,261065963
2900,2900,2900,49901,10,HCM1,South,2024-10-11,Approved,224283087,224283087
2901,2901,2901,21205,32,DN1,North,2024-12-08,Approved,417968602,417968602
2902,2902,2902,65661,34,HCM2,Central,2024-12-18,Approved,111223049,111223049
2904,2904,2904,12591,20,HCM2,South,2024-10-14,Approved,340785347,340785347
2905,2905,2905,72987,39,HCM2,Central,2024-12-25,Approved,129198749,129198749
2908,2908,2908,64400,36,DN1,North,2024-02-18,Approved,284281860,284281860
2909,2909,2909,35150,24,HCM2,Central,2024-07-26,Approved,276032978,276032978
2910,2910,2910,41852,27,HCM2,Central,2024-08-04,Approved,193109527,193109527
2915,2915,2915,43691,29,DN1,South,2024-02-14,Approved,360508758,360508758
2922,2922,2922,18004,24,HN1,Central,2024-08-27,Approved,125818767,125818767
2927,2927,2927,98708,37,DN1,South,2024-10-16,Approved,199330796,199330796
2932,2932,2932,19587,12,HN1,North,2024-05-18,Approved,249421431,249421431
2933,2933,2933,10645,22,CT1,Central,2024-04-23,Approved,68537149,68537149
2934,2934,2934,40930,6,HCM2,Central,2024-04-30,Approved,464889903,464889903
2936,2936,2936,40090,45,DN1,North,2024-11-12,Approved,419102479,419102479
2937,2937,2937,97489,36,CT1,North,2024-04-14,Approved,50054997,50054997
2938,2938,2938,62142,22,HCM2,Central,2024-09-19,Approved,302982890,302982890
2941,2941,2941,53732,36,HCM2,North,2024-10-16,Approved,58995664,58995664
2942,2942,2942,91623,25,HN1,South,2024-12-01,Approved,328629313,328629313
2943,2943,2943,56305,32,CT1,North,2024-04-13,Approved,74544378,74544378
2944,2944,2944,56037,33,HCM1,South,2024-03-11,Approved,110418357,110418357
2946,2946,2946,10587,36,DN1,South,2024-10-09,Approved,199690143,199690143
2948,2948,2948,69165,18,DN1,South,2024-08-19,Approved,364527890,364527890
2950,2950,2950,46116,3,HCM2,Central,2024-05-13,Approved,265823700,265823700
2951,2951,2951,95751,23,HCM1,Central,2024-04-02,Approved,243726796,243726796
2953,2953,2953,69042,45,DN1,Central,2024-12-29,Approved,454512349,454512349
2954,2954,2954,28099,16,HCM2,Central,2024-02-25,Approved,385744162,385744162
2955,2955,2955,55096,5,HN1,South,2024-09-03,Approved,266761172,266761172
2960,2960,2960,43866,39,HN1,North,2024-08-21,Approved,216235892,216235892
2961,2961,2961,94246,31,CT1,North,2024-06-12,Approved,312314605,312314605
2962,2962,2962,86975,14,HCM1,Central,2024-07-24,Approved,24839895,24839895
2965,2965,2965,16416,16,HN1,Central,2024-08-13,Approved,337411612,337411612
2966,2966,2966,82516,17,HCM1,South,2024-09-10,Approved,315039802,315039802
2968,2968,2968,28058,23,HCM1,South,2024-08-28,Approved,332513669,332513669
2969,2969,2969,86637,14,HCM2,South,2024-12-28,Approved,139973046,139973046
2971,2971,2971,42602,46,HN1,Central,2024-09-25,Approved,162827634,162827634
2976,2976,2976,97969,41,CT1,South,2024-03-06,Approved,270318399,270318399
2983,2983,2983,86229,23,CT1,North,2024-06-25,Approved,133411341,133411341
2985,2985,2985,38795,14,HCM1,Central,2024-10-09,Approved,26855529,26855529
2986,2986,2986,65296,15,HCM2,North,2024-03-20,Approved,303288435,303288435
2989,2989,2989,51814,31,HCM1,South,2024-02-16,Approved,403723273,403723273
2995,2995,2995,19528,23,DN1,South,2024-03-15,Approved,289919111,289919111
