LeadID,SignupDate,CustomerID,ProductID,Branch,Region,SourceChannel,Campaign,LeadStatus,IsConverted,ConvertedTransactionID
3200,2024-10-16,40825,6,CT1,North,Tiktok Ads,NewProductLaunch,Converted,1,931.0
3201,2024-11-16,80740,89,DN1,Central,Zalo OA,NewProductLaunch,Calling,0,
3202,2024-10-23,38885,147,CT1,South,Google Ads,SummerSale,Converted,1,2660.0
3203,2024-02-27,50056,66,DN1,Central,Tiktok Ads,11.11,Converted,1,2770.0
3204,2024-09-18,13203,10,HCM2,South,Google Ads,NewProductLaunch,Converted,1,1990.0
3205,2024-06-07,70241,144,HCM2,Central,Email Marketing,SummerSale,Calling,0,
3206,2024-05-12,12244,37,CT1,North,Tiktok Ads,NewProductLaunch,NoAnswer,0,
3207,2024-09-12,78619,77,HN1,Central,Facebook Ads,FlashSaleWeekend,Converted,1,2988.0
3208,2024-11-03,31584,77,HCM1,North,Email Marketing,11.11,Converted,1,1886.0
3209,2024-03-31,18521,32,HN1,South,Tiktok Ads,FlashSaleWeekend,Calling,0,
3210,2024-05-01,60017,47,HN1,South,Email Marketing,FlashSaleWeekend,Converted,1,1995.0
3211,2024-11-28,43541,110,HCM1,North,Facebook Ads,SummerSale,Cancelled,0,
3212,2024-09-10,39063,171,HCM2,South,Tiktok Ads,FlashSaleWeekend,Converted,1,1514.0
3213,2024-11-25,80268,120,HCM2,Central,Tiktok Ads,NewProductLaunch,Converted,1,1149.0
3214,2024-09-28,74952,164,HCM1,North,Email Marketing,Tet2024,NoAnswer,0,
3215,2024-07-13,49563,154,DN1,South,Google Ads,11.11,NoAnswer,0,
3216,2024-12-29,49752,10,HN1,Central,Tiktok Ads,NewProductLaunch,Converted,1,310.0
3217,2024-09-11,12567,159,CT1,Central,Google Ads,BackToSchool,Calling,0,
3218,2024-02-18,26121,97,HCM2,South,Tiktok Ads,SummerSale,NoAnswer,0,
3219,2024-08-18,11674,157,CT1,South,Website SEO,NewProductLaunch,Converted,1,397.0
3220,2024-05-18,86411,5,HCM1,Central,Zalo OA,11.11,Converted,1,2201.0
3221,2024-01-30,76275,77,CT1,North,Google Ads,FlashSaleWeekend,Cancelled,0,
3222,2024-07-02,77081,1,CT1,South,Google Ads,11.11,Cancelled,0,
3223,2024-05-10,39140,131,HN1,South,Facebook Ads,BackToSchool,New,0,
3224,2024-04-16,19327,67,HCM1,North,Website SEO,FlashSaleWeekend,Converted,1,2941.0
3225,2023-12-15,80663,199,CT1,North,Facebook Ads,BackToSchool,New,0,
3226,2024-08-17,33331,163,HCM2,South,Website SEO,12.12,Converted,1,201.0
3227,2024-11-21,33004,15,HCM1,North,Website SEO,12.12,Converted,1,1891.0
3228,2024-04-20,20492,195,HCM2,Central,Email Marketing,NewProductLaunch,New,0,
3229,2024-06-22,64797,93,DN1,Central,Email Marketing,Tet2024,New,0,
3230,2024-02-19,68095,30,CT1,Central,Email Marketing,FlashSaleWeekend,Converted,1,1977.0
3231,2023-12-18,23749,103,HCM1,South,Tiktok Ads,11.11,Calling,0,
3232,2024-10-12,73217,82,HCM2,North,Facebook Ads,Tet2024,Converted,1,1326.0
3233,2024-10-03,99044,75,CT1,Central,Zalo OA,FlashSaleWeekend,Converted,1,1896.0
3234,2024-05-05,19045,171,HN1,North,Website SEO,FlashSaleWeekend,Converted,1,920.0
3235,2024-06-22,30116,60,HCM2,Central,Website SEO,FlashSaleWeekend,New,0,
3236,2024-01-04,28667,40,HCM2,North,Google Ads,FlashSaleWeekend,New,0,
3237,2024-07-28,85057,193,DN1,Central,Tiktok Ads,Tet2024,Converted,1,871.0
3238,2024-10-22,84205,157,HN1,Central,Zalo OA,NewProductLaunch,Converted,1,366.0
3239,2024-04-09,37302,74,DN1,Central,Email Marketing,SummerSale,New,0,
3240,2024-10-11,21283,121,HN1,Central,Website SEO,SummerSale,New,0,
3241,2024-05-04,40935,147,HCM2,Central,Google Ads,SummerSale,Calling,0,
3242,2024-01-22,82534,3,DN1,Central,Facebook Ads,BackToSchool,Converted,1,175.0
3243,2024-12-03,41624,36,CT1,Central,Website SEO,FlashSaleWeekend,New,0,
3244,2024-08-22,23440,43,HN1,Central,Google Ads,FlashSaleWeekend,Converted,1,545.0
3245,2024-11-11,56501,143,HCM2,Central,Facebook Ads,11.11,Converted,1,2525.0
3246,2024-07-08,97333,169,HCM1,North,Tiktok Ads,BackToSchool,Converted,1,2331.0
3247,2024-07-11,11269,115,HN1,North,Email Marketing,11.11,Converted,1,1762.0
3248,2024-04-07,17868,109,HN1,South,Facebook Ads,12.12,Converted,1,957.0
3249,2024-07-26,40251,90,CT1,Central,Website SEO,11.11,NoAnswer,0,
3250,2024-04-26,87909,164,HN1,North,Zalo OA,11.11,Cancelled,0,
3251,2024-08-21,94523,84,HN1,North,Facebook Ads,NewProductLaunch,Converted,1,1237.0
3252,2024-07-20,48729,77,CT1,North,Zalo OA,SummerSale,NoAnswer,0,
3253,2024-03-14,25734,161,CT1,North,Zalo OA,FlashSaleWeekend,Calling,0,
3254,2024-12-02,52429,5,DN1,North,Facebook Ads,BackToSchool,Calling,0,
3255,2024-12-24,51337,78,HCM2,North,Tiktok Ads,12.12,Calling,0,
3256,2024-01-29,50325,91,HCM2,South,Facebook Ads,BackToSchool,Converted,1,2166.0
3257,2024-01-21,93600,87,DN1,North,Google Ads,FlashSaleWeekend,Converted,1,1620.0
3258,2024-05-04,72514,14,HCM2,South,Email Marketing,NewProductLaunch,Cancelled,0,
3259,2024-03-23,18433,104,HN1,South,Zalo OA,11.11,Converted,1,749.0
3260,2024-11-06,19111,196,DN1,Central,Email Marketing,12.12,New,0,
3261,2024-06-21,73753,83,DN1,Central,Website SEO,SummerSale,Converted,1,1910.0
3262,2024-01-18,90583,175,HCM2,Central,Zalo OA,FlashSaleWeekend,Calling,0,
3263,2024-05-09,83620,54,HCM1,North,Website SEO,Tet2024,Converted,1,646.0
3264,2024-01-13,31751,132,HCM2,Central,Google Ads,Tet2024,New,0,
3265,2024-11-12,26453,95,HCM1,North,Google Ads,NewProductLaunch,Calling,0,
3266,2024-03-07,95844,9,DN1,North,Email Marketing,SummerSale,Converted,1,2573.0
3267,2024-12-17,48968,53,HCM1,Central,Google Ads,Tet2024,Cancelled,0,
3268,2024-09-20,40077,77,HN1,Central,Facebook Ads,Tet2024,Converted,1,2624.0
3269,2024-11-22,44775,60,CT1,South,Zalo OA,FlashSaleWeekend,Converted,1,937.0
3270,2024-09-09,68144,46,HCM1,South,Website SEO,12.12,NoAnswer,0,
3271,2024-05-16,58570,54,CT1,North,Email Marketing,12.12,Converted,1,662.0
3272,2024-03-25,56097,74,HN1,North,Email Marketing,FlashSaleWeekend,NoAnswer,0,
3273,2024-07-16,34503,112,CT1,Central,Google Ads,BackToSchool,Cancelled,0,
3274,2024-05-12,12779,95,HN1,Central,Google Ads,FlashSaleWeekend,Converted,1,12.0
3275,2024-03-06,96840,165,CT1,South,Website SEO,SummerSale,New,0,
3276,2024-04-02,10755,23,CT1,Central,Zalo OA,Tet2024,Converted,1,388.0
3277,2024-09-14,49263,27,HCM2,North,Zalo OA,12.12,Calling,0,
3278,2024-07-02,65087,70,HCM1,Central,Email Marketing,FlashSaleWeekend,Converted,1,1920.0
3279,2024-09-23,52281,194,CT1,South,Website SEO,12.12,NoAnswer,0,
3280,2024-06-04,61482,109,DN1,North,Email Marketing,12.12,Cancelled,0,
3281,2024-11-05,64857,189,HCM2,South,Tiktok Ads,BackToSchool,Converted,1,2709.0
3282,2024-07-07,27400,77,HCM1,South,Zalo OA,SummerSale,New,0,
3283,2024-02-15,50115,179,HCM2,North,Website SEO,11.11,Converted,1,100.0
3284,2024-02-25,24249,50,HCM1,South,Website SEO,12.12,NoAnswer,0,
3285,2024-08-21,56825,124,HN1,Central,Email Marketing,SummerSale,Cancelled,0,
3286,2024-04-16,34600,19,CT1,Central,Google Ads,NewProductLaunch,Converted,1,2922.0
3287,2024-12-23,47706,1,DN1,South,Website SEO,BackToSchool,Calling,0,
3288,2024-04-13,29222,40,HCM2,Central,Email Marketing,11.11,Cancelled,0,
3289,2024-09-14,51139,160,HCM2,South,Facebook Ads,12.12,Converted,1,74.0
3290,2024-04-12,51302,22,HCM2,Central,Google Ads,FlashSaleWeekend,Converted,1,2140.0
3291,2024-10-26,97838,112,HCM2,South,Google Ads,12.12,New,0,
3292,2024-05-26,78159,194,CT1,Central,Zalo OA,BackToSchool,NoAnswer,0,
3293,2024-09-25,18646,40,HCM1,North,Tiktok Ads,BackToSchool,Converted,1,175.0
3294,2024-09-04,23543,38,CT1,North,Zalo OA,Tet2024,Converted,1,1761.0
3295,2024-10-29,32785,48,HN1,Central,Facebook Ads,12.12,Converted,1,2363.0
3296,2024-05-23,88353,183,CT1,South,Email Marketing,SummerSale,Converted,1,497.0
3297,2024-12-24,41406,75,CT1,Central,Google Ads,BackToSchool,Calling,0,
3298,2024-10-17,98992,183,HN1,South,Google Ads,BackToSchool,Converted,1,428.0
3299,2024-03-12,61428,179,CT1,Central,Website SEO,NewProductLaunch,Converted,1,35.0
3300,2024-05-04,33777,107,HCM1,Central,Tiktok Ads,NewProductLaunch,New,0,
3301,2024-07-04,67939,188,DN1,North,Tiktok Ads,NewProductLaunch,Cancelled,0,
3302,2024-10-18,63026,8,HN1,South,Website SEO,BackToSchool,NoAnswer,0,
3303,2024-07-28,96450,86,HCM2,South,Facebook Ads,11.11,Converted,1,1381.0
3304,2024-11-12,39553,68,HCM1,South,Tiktok Ads,SummerSale,NoAnswer,0,
3305,2024-07-23,33548,75,DN1,South,Google Ads,BackToSchool,New,0,
3306,2024-01-24,73221,137,HCM1,South,Facebook Ads,FlashSaleWeekend,Calling,0,
3307,2024-06-27,47265,90,HCM1,North,Zalo OA,FlashSaleWeekend,New,0,
3308,2024-02-20,50701,130,HCM2,Central,Zalo OA,Tet2024,NoAnswer,0,
3309,2024-09-03,61287,80,DN1,South,Facebook Ads,FlashSaleWeekend,Converted,1,1187.0
3310,2023-12-16,16727,95,HCM1,South,Google Ads,12.12,NoAnswer,0,
3311,2024-12-09,60717,70,HCM2,Central,Zalo OA,11.11,Converted,1,1291.0
3312,2024-04-17,42427,90,HN1,North,Email Marketing,11.11,Converted,1,1587.0
3313,2024-04-02,26692,59,HCM2,North,Google Ads,SummerSale,Converted,1,1303.0
3314,2024-03-09,41625,147,CT1,North,Website SEO,11.11,Converted,1,1327.0
3315,2024-04-12,34918,28,HCM2,Central,Tiktok Ads,SummerSale,NoAnswer,0,
3316,2024-04-19,51136,72,HCM2,Central,Facebook Ads,FlashSaleWeekend,Calling,0,
3317,2024-08-25,62409,14,HCM2,North,Tiktok Ads,11.11,NoAnswer,0,
3318,2024-06-14,25577,24,HCM1,North,Website SEO,12.12,Converted,1,1270.0
3319,2023-12-30,95155,112,DN1,Central,Zalo OA,SummerSale,NoAnswer,0,
3320,2024-02-14,91731,44,HCM2,North,Email Marketing,NewProductLaunch,New,0,
3321,2024-12-17,37689,56,HCM2,South,Google Ads,NewProductLaunch,Converted,1,2715.0
3322,2024-05-20,21154,120,CT1,Central,Google Ads,11.11,Converted,1,2979.0
3323,2024-09-07,31341,179,CT1,North,Website SEO,11.11,Converted,1,1463.0
3324,2024-01-18,84681,32,HN1,South,Facebook Ads,FlashSaleWeekend,Converted,1,2185.0
3325,2024-09-06,56330,178,HN1,Central,Tiktok Ads,SummerSale,NoAnswer,0,
3326,2024-02-16,97759,169,CT1,Central,Email Marketing,FlashSaleWeekend,Converted,1,2604.0
3327,2024-02-02,78416,194,DN1,South,Zalo OA,SummerSale,Cancelled,0,
3328,2024-08-25,96807,25,HN1,Central,Facebook Ads,12.12,Converted,1,1173.0
3329,2024-05-11,43313,116,DN1,North,Email Marketing,BackToSchool,New,0,
3330,2024-11-03,56900,189,CT1,Central,Email Marketing,NewProductLaunch,NoAnswer,0,
3331,2024-10-13,88840,66,HN1,North,Website SEO,BackToSchool,Converted,1,2971.0
3332,2024-09-15,44695,42,HCM2,South,Website SEO,BackToSchool,New,0,
3333,2024-12-05,40225,193,CT1,South,Google Ads,Tet2024,Converted,1,1850.0
3334,2024-06-03,96072,164,HN1,Central,Zalo OA,SummerSale,Converted,1,1960.0
3335,2024-07-02,59156,76,DN1,South,Facebook Ads,Tet2024,Converted,1,1087.0
3336,2024-11-02,87209,137,DN1,South,Google Ads,Tet2024,New,0,
3337,2024-01-18,97453,164,HN1,Central,Zalo OA,BackToSchool,Cancelled,0,
3338,2024-07-17,37829,38,DN1,North,Tiktok Ads,Tet2024,Converted,1,600.0
3339,2024-02-17,90908,161,HN1,Central,Tiktok Ads,12.12,Converted,1,2616.0
3340,2023-12-22,35938,170,HN1,Central,Google Ads,SummerSale,New,0,
3341,2024-10-10,69164,61,DN1,North,Facebook Ads,BackToSchool,New,0,
3342,2024-11-21,64530,174,HCM1,North,Zalo OA,SummerSale,Calling,0,
3343,2024-11-10,78199,89,HCM2,North,Tiktok Ads,12.12,Converted,1,2189.0
3344,2024-02-28,70282,189,CT1,Central,Tiktok Ads,11.11,NoAnswer,0,
3345,2024-06-05,57801,18,HCM2,North,Facebook Ads,Tet2024,Calling,0,
3346,2024-01-30,19465,70,CT1,South,Google Ads,BackToSchool,Converted,1,561.0
3347,2023-12-29,13326,82,CT1,North,Website SEO,NewProductLaunch,NoAnswer,0,
3348,2024-12-09,13659,116,HCM2,South,Email Marketing,SummerSale,Converted,1,627.0
3349,2024-05-09,70289,80,HN1,North,Zalo OA,FlashSaleWeekend,New,0,
3350,2024-01-09,37594,15,DN1,South,Tiktok Ads,12.12,NoAnswer,0,
3351,2024-10-17,14763,176,HCM1,South,Email Marketing,Tet2024,New,0,
3352,2024-03-16,98657,13,HCM1,South,Email Marketing,SummerSale,NoAnswer,0,
3353,2024-08-02,20828,119,HCM1,South,Website SEO,12.12,New,0,
3354,2024-01-04,57588,43,HCM2,South,Email Marketing,SummerSale,NoAnswer,0,
3355,2024-10-16,21221,188,HCM2,North,Facebook Ads,11.11,NoAnswer,0,
3356,2024-01-21,21211,57,HN1,Central,Google Ads,FlashSaleWeekend,Converted,1,1903.0
3357,2024-09-15,23569,199,HCM1,Central,Zalo OA,12.12,NoAnswer,0,
3358,2024-05-19,47860,17,HN1,Central,Facebook Ads,SummerSale,Converted,1,2728.0
3359,2024-06-10,81558,178,HCM1,Central,Google Ads,FlashSaleWeekend,Converted,1,277.0
3360,2024-04-24,55337,32,HCM2,Central,Facebook Ads,11.11,New,0,
3361,2024-10-20,62311,150,DN1,South,Tiktok Ads,11.11,NoAnswer,0,
3362,2024-11-26,23515,55,DN1,North,Tiktok Ads,11.11,New,0,
3363,2024-01-11,81695,185,DN1,South,Website SEO,Tet2024,Calling,0,
3364,2024-08-30,97227,13,DN1,North,Facebook Ads,12.12,NoAnswer,0,
3365,2024-02-28,34904,47,CT1,North,Email Marketing,SummerSale,Cancelled,0,
3366,2024-02-19,69935,87,HCM1,North,Tiktok Ads,SummerSale,Converted,1,1686.0
3367,2024-11-20,53790,62,DN1,North,Google Ads,FlashSaleWeekend,Cancelled,0,
3368,2024-06-25,78580,182,CT1,Central,Website SEO,FlashSaleWeekend,New,0,
3369,2024-05-24,85148,29,CT1,North,Email Marketing,12.12,Cancelled,0,
3370,2024-11-25,15636,22,CT1,North,Zalo OA,11.11,Converted,1,1038.0
3371,2024-12-09,87129,65,HN1,Central,Facebook Ads,SummerSale,New,0,
3372,2024-08-27,12892,29,HN1,South,Tiktok Ads,SummerSale,Converted,1,2423.0
3373,2024-02-24,31672,48,CT1,South,Email Marketing,11.11,New,0,
3374,2024-03-10,15812,5,DN1,South,Google Ads,NewProductLaunch,Converted,1,987.0
3375,2024-09-01,10654,163,HCM1,South,Facebook Ads,NewProductLaunch,Cancelled,0,
3376,2024-07-15,64633,101,HCM2,North,Google Ads,11.11,Converted,1,1880.0
3377,2024-05-15,27143,71,HN1,Central,Website SEO,FlashSaleWeekend,Converted,1,2214.0
3378,2024-07-11,65934,174,DN1,Central,Tiktok Ads,Tet2024,Cancelled,0,
3379,2024-02-13,77334,163,DN1,South,Tiktok Ads,FlashSaleWeekend,Calling,0,
3380,2024-09-07,39087,173,HCM2,Central,Website SEO,FlashSaleWeekend,New,0,
3381,2024-09-01,21618,141,HCM2,North,Google Ads,SummerSale,Converted,1,636.0
3382,2024-07-19,18446,138,DN1,South,Facebook Ads,FlashSaleWeekend,Converted,1,1590.0
3383,2024-09-22,97182,66,HCM2,North,Google Ads,SummerSale,Cancelled,0,
3384,2024-04-28,58867,198,DN1,North,Facebook Ads,NewProductLaunch,Calling,0,
3385,2024-12-28,61028,72,HCM2,North,Email Marketing,FlashSaleWeekend,Calling,0,
3386,2024-12-10,70101,25,HCM2,North,Website SEO,11.11,Converted,1,869.0
3387,2024-03-16,37200,172,DN1,North,Zalo OA,12.12,Converted,1,1295.0
3388,2024-04-01,98074,60,CT1,South,Facebook Ads,12.12,New,0,
3389,2024-08-11,71465,175,DN1,North,Tiktok Ads,FlashSaleWeekend,NoAnswer,0,
3390,2024-12-03,96436,40,HCM1,South,Email Marketing,Tet2024,Cancelled,0,
3391,2024-05-04,97892,7,HCM2,Central,Tiktok Ads,FlashSaleWeekend,Cancelled,0,
3392,2024-09-30,98559,174,HN1,North,Email Marketing,11.11,Cancelled,0,
3393,2024-08-07,49148,151,HCM2,North,Tiktok Ads,NewProductLaunch,Cancelled,0,
3394,2024-11-18,92928,46,HCM1,Central,Google Ads,NewProductLaunch,Cancelled,0,
3395,2024-10-21,30698,86,HN1,South,Google Ads,FlashSaleWeekend,Converted,1,2812.0
3396,2024-06-08,52470,141,HN1,North,Google Ads,SummerSale,Converted,1,284.0
3397,2024-05-03,61660,21,DN1,Central,Email Marketing,BackToSchool,Converted,1,834.0
3398,2024-06-20,63910,1,CT1,Central,Email Marketing,Tet2024,Cancelled,0,
3399,2024-02-01,45450,123,DN1,North,Tiktok Ads,Tet2024,Converted,1,1920.0
3400,2024-10-11,66463,147,HN1,South,Facebook Ads,BackToSchool,Converted,1,1667.0
3401,2024-12-17,43757,125,HN1,South,Email Marketing,12.12,Calling,0,
3402,2024-06-21,88012,188,CT1,North,Tiktok Ads,12.12,New,0,
3403,2024-04-28,80247,33,HCM2,Central,Facebook Ads,12.12,Converted,1,824.0
3404,2024-01-26,82015,4,CT1,North,Google Ads,NewProductLaunch,Converted,1,2519.0
3405,2024-12-28,41390,3,DN1,South,Email Marketing,11.11,Calling,0,
3406,2024-12-01,66116,91,HCM2,Central,Zalo OA,Tet2024,Cancelled,0,
3407,2024-03-13,23161,52,DN1,North,Google Ads,BackToSchool,Converted,1,1824.0
3408,2024-10-04,42152,28,CT1,Central,Website SEO,SummerSale,Converted,1,1105.0
3409,2024-11-19,90171,70,HCM2,South,Facebook Ads,FlashSaleWeekend,Converted,1,1042.0
3410,2024-08-15,30836,198,CT1,South,Zalo OA,SummerSale,New,0,
3411,2024-06-23,76543,183,HCM1,South,Google Ads,FlashSaleWeekend,Cancelled,0,
3412,2024-10-27,65648,57,HN1,North,Email Marketing,NewProductLaunch,New,0,
3413,2024-03-29,36331,108,HCM2,Central,Zalo OA,Tet2024,Converted,1,1892.0
3414,2024-12-11,20763,144,HN1,North,Tiktok Ads,11.11,Converted,1,1303.0
3415,2024-10-19,79444,24,HCM1,North,Facebook Ads,Tet2024,Calling,0,
3416,2024-12-30,29187,197,HCM2,North,Website SEO,FlashSaleWeekend,New,0,
3417,2024-08-03,21957,169,HN1,North,Tiktok Ads,12.12,Converted,1,677.0
3418,2024-09-04,14379,77,HN1,Central,Zalo OA,SummerSale,Converted,1,2565.0
3419,2024-11-22,37959,175,HCM2,Central,Google Ads,Tet2024,Converted,1,662.0
3420,2024-01-20,92018,76,HN1,North,Facebook Ads,SummerSale,Calling,0,
3421,2024-10-14,37105,69,HN1,North,Email Marketing,BackToSchool,Converted,1,1261.0
3422,2024-01-24,10877,101,HCM2,South,Website SEO,BackToSchool,Converted,1,2354.0
3423,2023-12-31,58353,159,HN1,South,Google Ads,SummerSale,Cancelled,0,
3424,2024-11-22,93788,92,HN1,Central,Website SEO,11.11,Converted,1,1309.0
3425,2024-09-16,94585,92,DN1,South,Email Marketing,11.11,New,0,
3426,2024-10-16,93308,30,DN1,Central,Facebook Ads,Tet2024,Converted,1,419.0
3427,2024-02-11,61567,18,HCM1,Central,Zalo OA,SummerSale,Converted,1,1492.0
3428,2024-06-14,67913,44,DN1,Central,Website SEO,NewProductLaunch,NoAnswer,0,
3429,2024-01-24,12637,155,DN1,South,Facebook Ads,11.11,Converted,1,1594.0
3430,2024-01-22,82778,99,HCM1,South,Website SEO,FlashSaleWeekend,NoAnswer,0,
3431,2024-06-23,52025,154,HN1,Central,Google Ads,11.11,Converted,1,1682.0
3432,2024-09-06,92464,121,HN1,Central,Website SEO,12.12,Converted,1,1502.0
3433,2024-05-09,38742,115,DN1,North,Google Ads,BackToSchool,Converted,1,1386.0
3434,2024-11-11,21831,60,HCM1,Central,Google Ads,11.11,Converted,1,312.0
3435,2024-04-19,95092,146,HN1,Central,Facebook Ads,FlashSaleWeekend,Calling,0,
3436,2024-01-29,98370,56,CT1,North,Tiktok Ads,11.11,Calling,0,
3437,2024-01-28,56762,31,HCM2,Central,Email Marketing,FlashSaleWeekend,Calling,0,
3438,2023-12-15,98741,101,HCM2,Central,Website SEO,12.12,Converted,1,477.0
3439,2024-05-30,28830,59,HCM2,Central,Zalo OA,FlashSaleWeekend,Calling,0,
3440,2024-03-31,65044,124,DN1,North,Google Ads,11.11,Converted,1,2484.0
3441,2024-01-02,83948,130,HCM2,South,Tiktok Ads,12.12,Cancelled,0,
3442,2024-11-10,79202,97,HCM2,Central,Google Ads,SummerSale,Converted,1,2525.0
3443,2024-02-24,47045,167,CT1,North,Tiktok Ads,SummerSale,NoAnswer,0,
3444,2024-04-01,96322,189,HN1,Central,Tiktok Ads,BackToSchool,Converted,1,1774.0
3445,2024-09-07,81051,107,CT1,North,Zalo OA,Tet2024,Converted,1,1930.0
3446,2024-08-10,36627,191,DN1,Central,Tiktok Ads,12.12,Converted,1,1876.0
3447,2024-10-10,25198,18,HCM2,North,Zalo OA,11.11,Converted,1,511.0
3448,2024-03-13,79521,145,HN1,South,Facebook Ads,Tet2024,Converted,1,1670.0
3449,2024-03-26,39475,167,HCM2,South,Google Ads,SummerSale,Converted,1,1873.0
3450,2024-08-20,29403,71,HCM2,South,Zalo OA,11.11,Converted,1,774.0
3451,2023-12-22,13681,106,DN1,Central,Email Marketing,Tet2024,Calling,0,
3452,2024-05-15,52292,54,HCM2,North,Google Ads,12.12,Converted,1,924.0
3453,2024-11-25,15629,94,HCM1,Central,Email Marketing,12.12,Converted,1,74.0
3454,2024-06-05,87814,76,HN1,Central,Website SEO,Tet2024,New,0,
3455,2024-11-21,18417,35,HN1,North,Email Marketing,FlashSaleWeekend,Converted,1,2879.0
3456,2024-05-20,44765,11,HCM1,Central,Facebook Ads,12.12,Converted,1,1046.0
3457,2024-07-16,84499,61,DN1,North,Website SEO,NewProductLaunch,Converted,1,2268.0
3458,2024-06-08,66574,44,HCM2,North,Website SEO,SummerSale,Converted,1,2127.0
3459,2024-06-06,37675,121,HCM2,South,Tiktok Ads,BackToSchool,New,0,
3460,2024-11-18,82267,68,HN1,South,Email Marketing,BackToSchool,Cancelled,0,
3461,2024-11-16,50563,25,DN1,South,Tiktok Ads,NewProductLaunch,Calling,0,
3462,2024-05-08,21332,176,DN1,North,Email Marketing,Tet2024,New,0,
3463,2024-11-02,29177,160,DN1,South,Website SEO,12.12,Converted,1,621.0
3464,2024-05-23,99254,84,HCM2,North,Tiktok Ads,NewProductLaunch,Calling,0,
3465,2024-04-19,78447,114,DN1,Central,Google Ads,NewProductLaunch,Converted,1,1299.0
3466,2024-03-05,67104,132,HCM1,South,Email Marketing,12.12,Converted,1,2654.0
3467,2024-05-09,94335,166,CT1,North,Email Marketing,SummerSale,Converted,1,1618.0
3468,2024-08-09,90730,191,DN1,North,Tiktok Ads,12.12,New,0,
3469,2024-03-07,14951,175,CT1,North,Email Marketing,12.12,Cancelled,0,
3470,2024-04-05,38333,1,HCM2,North,Website SEO,FlashSaleWeekend,New,0,
3471,2024-07-26,31673,131,DN1,South,Tiktok Ads,11.11,Calling,0,
3472,2024-11-10,50870,86,HN1,South,Tiktok Ads,Tet2024,Converted,1,2947.0
3473,2024-12-26,81101,62,HCM2,South,Zalo OA,BackToSchool,Converted,1,860.0
3474,2024-08-13,32821,64,HCM1,North,Zalo OA,BackToSchool,Calling,0,
3475,2024-05-05,35494,145,HCM1,Central,Website SEO,NewProductLaunch,Converted,1,2086.0
3476,2024-01-24,84160,126,CT1,North,Google Ads,FlashSaleWeekend,Cancelled,0,
3477,2024-08-28,10835,105,CT1,Central,Email Marketing,NewProductLaunch,Converted,1,2438.0
3478,2024-09-24,28646,62,HN1,South,Facebook Ads,NewProductLaunch,NoAnswer,0,
3479,2024-03-28,87360,35,HN1,North,Email Marketing,Tet2024,Converted,1,377.0
3480,2024-07-03,47335,13,HCM1,North,Facebook Ads,NewProductLaunch,Calling,0,
3481,2024-10-16,79351,163,DN1,South,Website SEO,NewProductLaunch,NoAnswer,0,
3482,2024-11-09,12429,43,HCM1,North,Google Ads,11.11,Calling,0,
3483,2024-09-05,51950,130,HCM1,Central,Google Ads,Tet2024,Cancelled,0,
3484,2024-07-11,70654,184,HN1,Central,Google Ads,SummerSale,Converted,1,595.0
3485,2024-02-03,78143,111,CT1,Central,Zalo OA,FlashSaleWeekend,New,0,
3486,2024-04-10,87527,128,HN1,North,Website SEO,SummerSale,Converted,1,1066.0
3487,2024-07-02,96704,51,HN1,North,Facebook Ads,12.12,Converted,1,2008.0
3488,2024-12-25,41099,182,HN1,Central,Google Ads,11.11,Converted,1,2506.0
3489,2024-01-22,49385,144,HCM1,North,Website SEO,BackToSchool,Converted,1,1052.0
3490,2024-01-11,45919,146,DN1,Central,Email Marketing,12.12,NoAnswer,0,
3491,2024-08-29,70782,135,HCM1,South,Facebook Ads,SummerSale,New,0,
3492,2024-03-07,81116,45,HCM2,Central,Zalo OA,Tet2024,Converted,1,2374.0
3493,2024-05-17,82590,164,HN1,South,Tiktok Ads,BackToSchool,Converted,1,1533.0
3494,2024-04-09,99626,169,HN1,South,Facebook Ads,NewProductLaunch,Converted,1,2667.0
3495,2023-12-16,50387,42,HCM2,South,Email Marketing,Tet2024,Converted,1,2373.0
3496,2024-03-16,25823,135,HN1,Central,Facebook Ads,BackToSchool,Cancelled,0,
3497,2024-05-28,56015,15,HN1,Central,Facebook Ads,SummerSale,Converted,1,1184.0
3498,2024-11-28,25339,60,HN1,North,Tiktok Ads,12.12,Converted,1,2564.0
3499,2024-10-05,13491,40,HCM2,North,Google Ads,NewProductLaunch,Cancelled,0,
3500,2024-08-28,10706,165,HCM1,South,Email Marketing,NewProductLaunch,Converted,1,1278.0
3501,2024-03-04,25728,194,HN1,Central,Tiktok Ads,FlashSaleWeekend,Cancelled,0,
3502,2024-09-07,16997,112,DN1,North,Facebook Ads,Tet2024,Calling,0,
3503,2024-08-05,70408,183,HCM2,North,Email Marketing,12.12,Converted,1,2446.0
3504,2024-10-30,68097,77,CT1,North,Zalo OA,NewProductLaunch,Converted,1,2630.0
3505,2024-10-20,48523,105,HCM2,Central,Facebook Ads,BackToSchool,Converted,1,2251.0
3506,2024-10-10,35163,107,HCM1,North,Zalo OA,FlashSaleWeekend,Converted,1,1326.0
3507,2024-12-05,27718,122,HCM2,South,Website SEO,FlashSaleWeekend,Calling,0,
3508,2024-07-14,97508,80,CT1,Central,Zalo OA,11.11,Converted,1,221.0
3509,2024-02-14,93767,125,DN1,North,Facebook Ads,SummerSale,Calling,0,
