ApplicationID,LeadID,CustomerID,ProductID,Branch,Region,ApplicationDate,ApplicationStatus,RequestedAmount
1772,1772,45488,2,CT1,Central,2024-11-08,Approved,271693628
1773,1773,84441,30,HN1,South,2024-09-11,Approved,165610665
1774,1774,84663,30,HCM2,Central,2024-06-13,Processing,273473248
1775,1775,32431,12,HN1,Central,2024-11-23,Approved,318182641
1778,1778,59153,11,HN1,North,2024-07-20,Rejected,158022611
1780,1780,37424,16,HCM2,South,2024-06-27,Processing,279322751
1781,1781,55004,17,HCM2,South,2024-02-08,Approved,419992185
1782,1782,93869,26,HCM1,South,2024-03-22,Processing,491470407
1783,1783,98652,2,HCM2,South,2024-08-08,Approved,457031257
1784,1784,66985,12,HCM1,North,2024-06-10,Approved,483030782
1785,1785,60069,26,DN1,Central,2024-01-08,Processing,413131029
1787,1787,91061,18,HCM2,South,2024-07-24,Rejected,247378026
1788,1788,33398,32,HCM2,South,2024-07-16,Processing,390729635
1790,1790,85897,38,HCM2,Central,2024-07-28,Rejected,103393203
1792,1792,78577,3,DN1,North,2024-06-08,Approved,402614613
1796,1796,72768,1,HCM2,Central,2024-11-07,Approved,44404416
1797,1797,61047,30,CT1,South,2024-03-09,Approved,422494356
1798,1798,81626,45,DN1,North,2024-04-01,Approved,354772659
1799,1799,67660,32,HN1,South,2024-08-06,Processing,423943415
1800,1800,59786,28,HCM1,North,2024-01-02,Processing,65143849
1802,1802,93976,46,DN1,North,2024-07-07,Processing,114776088
1803,1803,36015,13,HCM1,South,2024-12-17,Approved,448670585
1804,1804,43320,27,CT1,Central,2024-05-21,Approved,333120161
1805,1805,74881,36,HCM2,North,2024-04-19,Processing,135550011
1806,1806,36289,7,DN1,North,2024-05-13,Approved,107298151
1808,1808,35683,10,HCM2,South,2024-06-28,Approved,338551013
1810,1810,71550,15,HCM1,South,2024-12-24,Processing,123613083
1811,1811,34826,15,HN1,North,2024-12-24,Processing,98708695
1812,1812,36630,4,CT1,North,2024-05-29,Processing,487848238
1813,1813,56163,32,HN1,Central,2024-03-17,Approved,64636384
1814,1814,76435,23,DN1,North,2024-04-21,Processing,168190274
1815,1815,21653,6,HN1,Central,2024-05-01,Processing,400664326
1816,1816,37961,24,HCM1,North,2024-01-20,Rejected,186743295
1817,1817,91941,20,CT1,North,2024-07-17,Approved,179010790
1818,1818,84137,37,CT1,South,2024-11-23,Approved,195763252
1820,1820,66446,12,DN1,Central,2024-10-26,Approved,351543416
1821,1821,31288,33,HCM1,North,2024-09-12,Approved,376579327
1822,1822,46877,28,HCM2,South,2024-04-30,Processing,33347073
1823,1823,25313,8,CT1,South,2024-06-10,Processing,375645922
1824,1824,90885,1,HN1,Central,2024-07-17,Processing,344704983
1828,1828,89148,21,CT1,North,2024-02-15,Approved,343325655
1829,1829,93186,32,HCM1,South,2024-09-30,Approved,164412779
1830,1830,36745,35,HCM2,Central,2024-03-19,Approved,342324753
1831,1831,41890,15,HCM2,South,2024-11-22,Rejected,91171333
1833,1833,62579,46,DN1,North,2024-12-22,Approved,429405796
1834,1834,80316,48,CT1,South,2024-01-03,Approved,35954081
1835,1835,93847,6,HCM1,North,2024-08-02,Processing,484382704
1836,1836,38380,25,HCM1,North,2024-12-08,Approved,346695587
1837,1837,12356,46,HCM2,South,2024-03-17,Approved,343386229
1838,1838,80326,40,CT1,South,2024-02-23,Approved,454475784
1839,1839,99899,29,CT1,North,2024-03-11,Approved,407665755
1842,1842,26082,13,CT1,North,2024-06-25,Processing,331037768
1843,1843,10661,38,HCM1,North,2024-05-27,Approved,212409266
1844,1844,47412,18,CT1,Central,2024-01-07,Approved,302460411
1845,1845,12920,2,CT1,Central,2024-09-29,Approved,443860218
1846,1846,70315,8,HCM1,Central,2024-11-19,Processing,462681160
1848,1848,18946,33,HCM1,Central,2024-05-21,Approved,150404005
1849,1849,55500,38,HN1,North,2024-08-18,Approved,65609210
1851,1851,65230,27,HCM1,Central,2024-01-18,Processing,142814524
1852,1852,40027,20,HCM1,South,2024-02-23,Rejected,107135095
1853,1853,82541,12,CT1,Central,2024-05-17,Rejected,430347543
1854,1854,69321,43,HCM1,South,2024-08-01,Processing,213327727
1855,1855,10956,31,HCM2,North,2024-11-21,Processing,231186274
1856,1856,84131,27,HCM2,South,2024-08-07,Approved,407769490
1857,1857,57908,32,HN1,North,2024-07-27,Approved,251885214
1858,1858,88339,10,HCM1,South,2024-07-31,Processing,69818024
1859,1859,35963,3,CT1,North,2024-10-05,Processing,83877113
1860,1860,49443,45,CT1,North,2024-01-27,Rejected,313372690
1863,1863,14703,31,CT1,Central,2024-09-15,Approved,46323971
1864,1864,75128,15,DN1,Central,2024-11-19,Processing,396911918
1865,1865,82099,16,CT1,Central,2024-12-25,Approved,64374198
1867,1867,41860,49,HCM2,South,2024-06-26,Approved,220542664
1868,1868,41585,35,HCM2,North,2024-11-08,Processing,308102971
1871,1871,53585,11,HCM1,North,2024-04-21,Approved,44123218
1872,1872,36958,30,HN1,Central,2024-10-23,Approved,486712160
1874,1874,86707,35,HCM1,Central,2024-11-01,Rejected,450030033
1875,1875,55350,22,HCM2,South,2024-12-03,Approved,304854041
1876,1876,22201,38,HCM2,North,2024-05-22,Approved,20291389
1877,1877,39426,31,HCM1,North,2024-06-04,Processing,467299059
1878,1878,27778,14,DN1,South,2024-09-18,Approved,180280998
1880,1880,52229,49,CT1,South,2024-08-21,Processing,479808672
1881,1881,96652,32,HCM2,Central,2024-08-30,Approved,423518029
1882,1882,58364,36,CT1,South,2024-12-24,Approved,113442227
1883,1883,94878,32,HCM1,South,2024-12-03,Processing,321517310
1885,1885,37490,43,CT1,Central,2024-09-09,Rejected,470050337
1886,1886,29975,35,HN1,South,2024-03-21,Approved,37713046
1887,1887,36723,3,HCM1,Central,2024-06-29,Processing,99295647
1888,1888,33279,16,CT1,South,2024-03-08,Approved,223323334
1890,1890,21561,21,HCM1,South,2024-12-13,Processing,34810534
1891,1891,76061,10,HCM2,South,2024-06-21,Approved,146500299
1892,1892,98397,19,DN1,Central,2024-01-24,Processing,230347077
1893,1893,59153,25,CT1,South,2024-04-18,Processing,254723460
1894,1894,43142,4,HCM1,North,2024-11-19,Approved,139403650
1895,1895,36916,29,HCM2,North,2024-08-16,Approved,54382983
1897,1897,54965,43,HN1,South,2024-03-10,Approved,260966529
1898,1898,14648,2,HCM2,Central,2024-03-25,Rejected,291457892
1900,1900,60677,43,DN1,North,2024-02-08,Rejected,497796561
1901,1901,80135,25,HN1,Central,2024-01-17,Processing,160384285
1902,1902,45046,20,DN1,South,2024-10-24,Processing,150632297
1903,1903,57064,48,HN1,North,2024-11-08,Rejected,283842399
1904,1904,79350,19,HCM2,Central,2024-07-03,Approved,338447297
1906,1906,71272,24,CT1,South,2024-01-14,Processing,39858944
1907,1907,77649,11,HN1,Central,2024-05-02,Processing,178784398
1908,1908,74674,46,HCM2,South,2024-12-22,Processing,105173556
1909,1909,23760,34,HCM1,South,2024-03-01,Processing,102236262
1911,1911,96475,5,HN1,North,2024-12-03,Approved,285306803
1912,1912,71367,5,CT1,North,2024-05-11,Processing,252213807
1914,1914,62233,12,HN1,Central,2024-02-07,Approved,92644769
1915,1915,54738,4,CT1,North,2024-09-15,Approved,376274173
1916,1916,43397,49,CT1,Central,2024-01-07,Processing,183626842
1917,1917,92189,42,DN1,Central,2024-08-05,Processing,29471217
1918,1918,86367,20,HCM2,North,2024-01-12,Approved,26651634
1919,1919,81260,38,HCM2,South,2024-11-26,Processing,67383507
1921,1921,29816,14,HCM2,Central,2024-07-02,Rejected,174780089
1927,1927,92495,18,HCM2,North,2024-02-02,Approved,319465019
1928,1928,81635,23,HCM1,South,2024-03-15,Processing,59704378
1931,1931,65204,44,HN1,North,2024-03-06,Approved,299186385
1932,1932,61886,5,CT1,South,2024-03-10,Approved,97938040
1933,1933,81652,23,HCM1,South,2024-10-24,Processing,75624904
1934,1934,25563,41,CT1,South,2024-01-22,Approved,233297448
1935,1935,19847,25,HN1,Central,2024-08-14,Processing,266974820
1936,1936,36155,41,CT1,South,2024-07-19,Processing,205227239
1938,1938,93310,22,CT1,Central,2024-05-28,Processing,211795236
1939,1939,77278,19,CT1,North,2024-02-17,Processing,152651944
1940,1940,28309,1,HCM2,Central,2024-11-22,Approved,440704997
1941,1941,10619,7,HCM1,Central,2024-04-01,Processing,146830199
1942,1942,93194,4,CT1,North,2024-08-28,Approved,191871817
1945,1945,30337,40,HCM1,South,2024-05-12,Processing,225542182
1946,1946,91537,12,HCM2,Central,2024-08-03,Approved,111644270
1947,1947,76504,22,HCM1,North,2024-12-07,Processing,165583692
1948,1948,57614,22,HN1,Central,2024-03-29,Approved,47002916
1949,1949,10281,47,CT1,North,2024-11-30,Processing,475413574
1952,1952,49030,46,HCM2,Central,2024-03-16,Processing,70332613
1955,1955,86260,48,CT1,North,2024-02-24,Rejected,207668370
1957,1957,39856,43,CT1,North,2024-10-07,Approved,429306478
1958,1958,19200,15,HN1,North,2024-04-27,Processing,91815704
1959,1959,74178,12,CT1,North,2024-08-28,Approved,59800393
1960,1960,43997,40,CT1,Central,2024-05-12,Approved,300290773
1961,1961,35611,20,HN1,South,2024-09-30,Processing,413446012
1962,1962,51235,30,CT1,South,2024-06-16,Processing,247262911
1963,1963,45057,38,HCM1,North,2024-10-22,Rejected,34065470
1964,1964,11239,3,DN1,Central,2024-08-30,Approved,380321110
1967,1967,99393,30,HCM1,North,2024-03-22,Approved,217689105
1968,1968,71212,13,DN1,South,2024-06-22,Processing,242030125
1969,1969,25398,13,HCM1,Central,2024-05-02,Approved,373040449
1970,1970,66503,2,HCM1,North,2024-06-28,Processing,122144799
1972,1972,16570,49,DN1,North,2024-03-25,Approved,214586441
1973,1973,78785,38,HCM1,North,2024-03-30,Approved,434495769
1975,1975,89141,36,HN1,North,2024-01-20,Processing,494292086
1976,1976,22115,26,HCM2,North,2024-11-08,Rejected,256597812
1977,1977,49062,11,CT1,Central,2024-12-24,Approved,311964287
1979,1979,42556,44,HCM2,South,2024-04-07,Approved,311467898
1980,1980,88131,40,HCM2,North,2024-06-07,Rejected,459252447
1981,1981,11969,43,HCM1,South,2024-01-04,Rejected,238501470
1982,1982,53753,22,DN1,Central,2024-12-17,Approved,291003593
1984,1984,14470,8,HCM2,Central,2024-11-14,Rejected,195839985
1985,1985,20225,29,CT1,North,2024-11-22,Approved,273681315
1987,1987,23669,26,HN1,South,2024-07-02,Processing,125866737
1988,1988,47380,30,HN1,South,2024-08-21,Processing,273573130
1989,1989,58320,17,CT1,South,2024-10-31,Approved,116218976
1991,1991,25577,16,HN1,Central,2024-10-06,Approved,78075641
1992,1992,98009,46,DN1,Central,2024-07-07,Approved,302123867
1993,1993,65409,43,CT1,North,2024-12-12,Rejected,163590655
1994,1994,38625,7,HN1,Central,2024-12-18,Approved,446156301
1995,1995,91040,16,HCM2,South,2024-11-11,Approved,35668883
1997,1997,46487,47,HN1,Central,2024-01-11,Approved,134445735
1998,1998,75838,48,DN1,North,2024-02-17,Processing,203966859
1999,1999,60138,27,DN1,North,2024-02-25,Approved,441921824
2000,2000,52823,23,HN1,Central,2024-07-08,Processing,183225350
2001,2001,47208,24,DN1,Central,2024-02-11,Approved,241133397
2002,2002,64061,9,HN1,North,2024-08-15,Approved,409038799
2003,2003,40659,35,HN1,North,2024-02-23,Rejected,68151312
2006,2006,57055,42,HCM2,Central,2024-02-19,Rejected,375830589
2008,2008,52287,47,HCM2,North,2024-05-27,Approved,73114690
2010,2010,36984,8,CT1,Central,2024-12-16,Approved,91052728
2011,2011,18125,15,HCM2,South,2024-06-30,Processing,68346966
2012,2012,46059,31,HN1,Central,2024-05-04,Approved,232538434
2013,2013,79569,30,DN1,North,2024-06-28,Approved,397858491
2014,2014,27087,46,HCM1,South,2024-02-11,Processing,492388836
2017,2017,83384,12,HCM2,Central,2024-03-04,Approved,416900539
2018,2018,97128,49,HCM2,South,2024-02-02,Approved,395608328
2019,2019,82460,17,HN1,South,2024-01-15,Rejected,100453550
2020,2020,37208,42,HCM1,Central,2024-04-08,Approved,114206681
2021,2021,95150,30,HN1,Central,2024-12-23,Processing,216658648
2022,2022,76024,29,HCM1,South,2024-07-24,Processing,394634898
2024,2024,35923,46,DN1,South,2024-02-10,Processing,481213604
2025,2025,39165,11,DN1,North,2024-08-14,Approved,499990320
2026,2026,77203,34,DN1,Central,2024-04-13,Approved,61192966
2027,2027,14114,7,DN1,South,2024-02-16,Processing,239292559
2028,2028,74965,44,CT1,Central,2024-03-08,Approved,116849135
2029,2029,46321,34,HCM1,Central,2024-04-02,Approved,251363445
2030,2030,83297,20,DN1,South,2024-06-15,Processing,182950213
2033,2033,13712,10,CT1,Central,2024-05-02,Approved,280859047
2034,2034,11367,32,HN1,South,2024-07-15,Approved,269235089
2035,2035,61924,15,HN1,Central,2024-04-10,Approved,373436795
2038,2038,37723,3,HCM1,North,2024-04-12,Rejected,332693018
2039,2039,19108,37,HCM2,North,2024-10-11,Approved,68623002
2040,2040,87714,40,HN1,North,2024-02-15,Approved,479950026
2041,2041,45643,8,DN1,South,2024-03-26,Approved,451297534
2043,2043,93360,44,HCM2,South,2024-02-20,Approved,438141200
2044,2044,18927,23,HCM2,Central,2024-07-30,Rejected,455014271
2045,2045,32443,40,DN1,Central,2024-05-06,Processing,334203652
2046,2046,89973,11,HCM2,Central,2024-03-09,Rejected,196912551
2051,2051,87576,10,CT1,Central,2024-07-09,Processing,491027572
2052,2052,32612,39,DN1,Central,2024-01-11,Processing,327315630
2053,2053,16471,28,HCM1,Central,2024-04-25,Approved,373248998
2054,2054,45631,49,HCM2,South,2024-03-18,Processing,245147765
2055,2055,41348,36,HN1,South,2024-06-14,Processing,301914655
2057,2057,11177,32,HCM1,North,2024-02-22,Approved,167147582
2058,2058,14760,36,HN1,Central,2024-11-23,Processing,180003422
2059,2059,42779,37,HN1,South,2024-06-29,Processing,171286173
2060,2060,31636,26,DN1,South,2024-08-07,Approved,469066001
2061,2061,91889,22,CT1,North,2024-07-11,Rejected,98622565
2062,2062,63551,4,DN1,South,2024-12-13,Approved,359671170
2063,2063,21556,31,HN1,North,2024-08-18,Processing,376052465
2065,2065,21563,38,CT1,Central,2024-08-26,Approved,383501255
2067,2067,83770,23,CT1,Central,2024-03-15,Processing,359401014
2069,2069,91709,2,HCM2,South,2024-09-10,Approved,22582685
2071,2071,36987,11,CT1,South,2024-05-04,Approved,290167955
2072,2072,88714,28,HCM2,South,2024-05-23,Approved,127707511
2073,2073,68348,46,CT1,South,2024-09-14,Processing,219116947
2074,2074,34596,32,HCM1,North,2024-05-27,Rejected,492996245
2075,2075,43174,5,HN1,North,2024-09-17,Approved,490753529
2076,2076,74106,38,HCM2,South,2024-02-17,Approved,387615817
2077,2077,79967,10,HN1,Central,2024-12-16,Processing,485874709
2078,2078,69182,40,HCM1,Central,2024-01-15,Rejected,98112123
2079,2079,97163,46,HCM2,North,2024-07-29,Processing,324774821
2080,2080,49310,24,HN1,North,2024-11-07,Approved,185253156
2081,2081,66088,35,HN1,North,2024-08-24,Processing,166025940
2082,2082,18906,44,HCM2,Central,2024-05-29,Processing,302997634
2083,2083,46914,48,HN1,North,2024-11-19,Rejected,282526588
2084,2084,55379,23,HN1,Central,2024-06-03,Approved,285218201
2085,2085,88612,17,HCM2,North,2024-06-16,Approved,443757226
2087,2087,56881,31,HN1,North,2024-07-07,Processing,382789562
2088,2088,56413,31,DN1,North,2024-11-14,Approved,241307716
2089,2089,16012,42,DN1,Central,2024-12-23,Rejected,406590430
2090,2090,60115,42,HCM1,North,2024-06-23,Approved,72492015
2092,2092,67716,9,DN1,Central,2024-09-21,Processing,167115783
2093,2093,46378,22,HCM1,North,2024-04-06,Approved,187476087
2094,2094,52652,13,HN1,Central,2024-04-30,Approved,436134869
2096,2096,23467,48,DN1,South,2024-11-17,Approved,481125688
2097,2097,41010,18,HCM1,North,2024-01-23,Approved,481220903
2099,2099,74157,40,CT1,South,2024-12-09,Processing,432130201
2100,2100,22289,17,HCM2,Central,2024-09-06,Processing,170597043
2101,2101,54976,15,HCM2,North,2024-10-05,Approved,301230157
2104,2104,96365,15,HCM2,Central,2024-11-01,Approved,123929458
2107,2107,39734,17,HN1,South,2024-04-04,Processing,292097036
2108,2108,82588,32,CT1,North,2024-09-23,Approved,200630810
2109,2109,73646,9,DN1,South,2024-09-27,Rejected,154410060
2110,2110,13654,40,HCM2,South,2024-04-06,Processing,457621245
2111,2111,99022,20,HN1,South,2024-06-05,Rejected,49451135
2112,2112,28743,26,HCM2,Central,2024-10-11,Approved,443742354
2115,2115,16441,18,HCM2,North,2024-03-26,Processing,135317694
2116,2116,34611,13,HCM1,North,2024-12-31,Processing,486781709
2117,2117,22149,16,HN1,South,2024-02-08,Rejected,189546189
2118,2118,69189,9,HN1,Central,2024-12-07,Approved,382660870
2119,2119,31675,12,HCM1,South,2024-11-24,Processing,144408311
2122,2122,23673,19,HCM2,South,2024-12-03,Approved,87370940
2123,2123,86666,7,HN1,Central,2024-04-11,Processing,364867662
2124,2124,98204,35,DN1,North,2024-06-18,Approved,197721757
2126,2126,75429,18,DN1,Central,2024-01-18,Approved,340375888
2127,2127,33669,16,HCM2,Central,2024-08-12,Approved,76865361
2128,2128,44068,39,DN1,South,2024-03-16,Processing,412726431
2129,2129,98789,4,HCM1,South,2024-09-07,Processing,406985874
2130,2130,19435,25,CT1,South,2024-04-02,Approved,403999417
2131,2131,62249,32,DN1,South,2024-08-07,Processing,311283801
2132,2132,47384,40,CT1,North,2024-04-02,Approved,351105872
2134,2134,86153,45,DN1,North,2024-11-03,Approved,143575025
2136,2136,41401,49,HCM2,North,2024-11-27,Approved,424494171
2137,2137,81831,37,HCM1,South,2024-08-06,Rejected,479131752
2138,2138,44084,6,HCM1,North,2024-08-10,Rejected,80314580
2139,2139,65826,19,CT1,South,2024-02-12,Rejected,465905130
2140,2140,46451,13,CT1,South,2024-05-14,Approved,285769886
2141,2141,17227,26,HN1,North,2024-02-13,Processing,401444806
2142,2142,41910,14,HN1,North,2024-06-14,Approved,106521755
2143,2143,46041,31,HCM1,Central,2024-12-28,Approved,196429736
2144,2144,98920,4,DN1,Central,2024-10-10,Processing,220384807
2145,2145,75681,39,HCM1,Central,2024-02-27,Approved,243961419
2146,2146,91571,8,HCM1,Central,2024-10-30,Approved,417938373
2147,2147,75481,25,HN1,Central,2024-11-19,Approved,153211072
2148,2148,78576,13,CT1,North,2024-01-29,Processing,61493676
2152,2152,27014,28,HCM1,South,2024-11-29,Approved,293811465
2153,2153,90532,30,DN1,Central,2024-06-03,Processing,325508939
2154,2154,59104,3,HCM1,South,2024-07-02,Processing,397045842
2155,2155,51621,28,HCM2,North,2024-05-07,Approved,425581635
2156,2156,87231,3,HN1,Central,2024-03-11,Processing,389077383
2157,2157,78388,45,HN1,North,2024-01-09,Processing,105212678
2160,2160,50390,22,HN1,Central,2024-11-21,Rejected,186668936
2161,2161,33711,32,HN1,Central,2024-02-23,Approved,436556239
2162,2162,67993,38,HCM2,South,2024-03-09,Rejected,71379991
2164,2164,37213,8,HN1,North,2024-03-22,Approved,44038170
2165,2165,67784,6,DN1,North,2024-03-30,Processing,408338122
2169,2169,14358,10,HCM1,Central,2024-10-19,Processing,448018634
2171,2171,42117,12,CT1,North,2024-01-27,Approved,76602651
2172,2172,98700,49,DN1,North,2024-07-31,Processing,79605341
2175,2175,72438,5,CT1,Central,2024-09-07,Approved,48390259
2177,2177,61501,41,DN1,South,2024-04-27,Approved,155470039
2178,2178,70946,31,DN1,Central,2024-08-27,Approved,376364584
2180,2180,27625,20,DN1,South,2024-09-17,Processing,162268633
2182,2182,86329,22,CT1,Central,2024-11-06,Approved,139329898
2183,2183,41007,4,CT1,North,2024-11-30,Processing,469230828
2184,2184,49532,13,HCM2,Central,2024-08-03,Processing,472426894
2186,2186,22323,42,HCM1,North,2024-12-02,Approved,465441675
2187,2187,83379,49,HCM1,North,2024-01-25,Processing,464737626
2189,2189,26456,13,HN1,South,2024-01-25,Approved,183142893
2190,2190,41367,17,DN1,Central,2024-01-30,Approved,127409949
2191,2191,64624,36,HCM1,South,2024-01-19,Approved,201141128
2193,2193,78008,1,CT1,Central,2024-09-01,Rejected,355489315
2194,2194,82240,15,HCM2,South,2024-07-27,Approved,168608670
2196,2196,79249,17,DN1,Central,2024-09-05,Approved,255019130
2197,2197,80587,24,CT1,North,2024-09-27,Processing,437525737
2198,2198,20756,8,DN1,North,2024-07-11,Approved,304746263
2200,2200,46378,45,DN1,North,2024-08-07,Approved,451320405
2201,2201,14255,23,DN1,Central,2024-04-25,Processing,210163957
2202,2202,24484,46,HN1,North,2024-03-08,Approved,94372925
2203,2203,66549,8,HN1,North,2024-10-25,Processing,459057488
2204,2204,44503,8,HCM2,North,2024-11-23,Approved,295461616
2205,2205,83794,26,DN1,Central,2024-03-19,Approved,251875203
2206,2206,55113,47,CT1,South,2024-04-15,Processing,227377890
2207,2207,84069,13,HCM1,North,2024-10-26,Approved,178017882
2208,2208,15249,39,HCM2,Central,2024-06-26,Approved,429513624
2209,2209,29201,37,HCM1,Central,2024-08-05,Processing,279970401
2210,2210,68576,49,HCM1,North,2024-11-10,Processing,46284970
2211,2211,19686,28,DN1,South,2024-02-10,Approved,480042711
2212,2212,63363,25,CT1,South,2024-09-18,Processing,377869609
2215,2215,70963,18,HCM2,North,2024-02-19,Processing,74324622
2216,2216,52828,17,CT1,North,2024-01-29,Processing,226588573
2218,2218,20526,39,HCM1,North,2024-12-22,Approved,393285322
2219,2219,78910,13,CT1,North,2024-06-24,Rejected,206144265
2221,2221,38982,29,HCM2,North,2024-01-02,Approved,176387574
2222,2222,10207,46,HCM2,North,2024-05-11,Approved,29597239
2223,2223,98733,30,DN1,Central,2024-10-04,Approved,338634587
2226,2226,56479,43,HCM2,Central,2024-10-16,Approved,112992770
2227,2227,30103,21,HCM1,South,2024-01-30,Approved,368031314
2228,2228,49891,30,HCM1,South,2024-11-30,Rejected,181264494
2229,2229,20754,21,DN1,North,2024-01-01,Rejected,274861151
2231,2231,82982,17,CT1,North,2024-02-26,Approved,244745010
2234,2234,39301,15,HCM1,Central,2024-10-13,Approved,442166838
2236,2236,51323,10,CT1,South,2024-02-07,Processing,84985856
2237,2237,28752,44,HCM2,South,2024-08-07,Approved,25747207
2239,2239,23395,23,HCM1,North,2024-11-10,Approved,41214342
2240,2240,95957,30,CT1,North,2024-03-26,Approved,223766783
2241,2241,66273,33,DN1,North,2024-03-08,Approved,91818598
2243,2243,86559,47,HN1,South,2024-05-10,Processing,22103687
2244,2244,20699,1,HCM2,North,2024-11-03,Processing,488403373
2245,2245,75061,44,HCM2,South,2024-01-26,Processing,164838784
2246,2246,19715,35,HCM2,South,2024-08-04,Processing,390263105
2247,2247,29169,11,DN1,South,2024-04-20,Approved,70144861
2249,2249,15782,16,DN1,North,2024-12-26,Rejected,211298626
2251,2251,94328,32,HCM1,South,2024-12-21,Approved,232542906
2252,2252,45585,15,CT1,Central,2024-06-15,Approved,228426507
2253,2253,40682,12,HN1,North,2024-03-11,Processing,127537822
2255,2255,94416,45,HN1,Central,2024-06-30,Approved,150498531
2256,2256,65114,14,CT1,North,2024-06-29,Rejected,203485362
2257,2257,48067,8,HCM1,Central,2024-06-21,Approved,165769412
2258,2258,52685,8,CT1,Central,2024-01-26,Processing,372194301
2259,2259,28073,27,DN1,South,2024-03-09,Processing,338442641
2260,2260,46035,12,CT1,North,2024-01-22,Approved,497684054
2261,2261,74977,1,HN1,Central,2024-04-12,Approved,413475334
2262,2262,93362,43,HCM2,South,2024-10-30,Processing,44516269
2263,2263,75450,40,HN1,North,2024-04-15,Approved,127155982
2264,2264,20382,42,DN1,South,2024-02-17,Processing,172479255
2265,2265,14437,11,HCM1,South,2024-02-11,Processing,406217504
2267,2267,74612,43,HCM1,North,2024-11-09,Processing,343818031
2268,2268,71929,31,DN1,South,2024-04-01,Approved,260042845
2270,2270,35169,33,HN1,Central,2024-10-03,Processing,204770539
2271,2271,97468,32,HN1,South,2024-12-04,Rejected,93658998
2272,2272,44594,29,DN1,South,2024-07-08,Approved,386182267
2273,2273,86957,21,CT1,Central,2024-06-11,Approved,413013857
2274,2274,70631,21,HN1,South,2024-08-31,Approved,242764424
2276,2276,73133,23,DN1,North,2024-02-19,Approved,346983593
2277,2277,83165,6,HCM1,Central,2024-04-14,Rejected,268789790
2278,2278,83861,22,HN1,South,2024-01-03,Approved,209173823
2279,2279,62290,38,CT1,Central,2024-09-02,Processing,276587710
2281,2281,50461,45,HN1,Central,2024-08-25,Approved,346637303
2282,2282,83800,8,HN1,Central,2024-03-03,Processing,313301734
2283,2283,88222,41,DN1,Central,2024-12-21,Approved,188815584
2284,2284,34226,49,HCM2,North,2024-04-12,Approved,330739488
2285,2285,16721,35,HCM2,North,2024-12-28,Approved,383807330
2286,2286,66154,11,HCM1,Central,2024-01-03,Approved,465223782
2287,2287,30609,24,HN1,Central,2024-08-31,Approved,436209656
2288,2288,62130,49,HCM2,North,2024-10-26,Processing,317489370
2289,2289,82909,21,HCM1,South,2024-07-31,Approved,338738824
2290,2290,65249,2,DN1,North,2024-05-04,Approved,119983108
2291,2291,58895,40,HN1,Central,2024-08-20,Processing,408454003
2292,2292,15656,19,CT1,South,2024-03-23,Processing,64873596
2294,2294,73740,28,HCM1,South,2024-05-21,Approved,70296117
2296,2296,39984,6,CT1,North,2024-09-26,Approved,341032808
2297,2297,83822,19,DN1,North,2024-09-04,Processing,93526134
2298,2298,15901,38,HCM1,North,2024-01-14,Processing,180752266
2299,2299,41552,28,CT1,Central,2024-12-21,Approved,32663838
2301,2301,47685,38,DN1,Central,2024-04-17,Approved,132398573
2302,2302,83965,37,CT1,North,2024-02-02,Rejected,322743722
2303,2303,24716,4,DN1,North,2024-03-18,Approved,98157728
2305,2305,45298,26,CT1,South,2024-12-04,Approved,264901788
2306,2306,61112,49,DN1,South,2024-03-11,Approved,179328258
2307,2307,33429,43,HN1,North,2024-10-28,Approved,368490551
2308,2308,60200,36,CT1,North,2024-12-31,Processing,35501236
2309,2309,81308,13,HN1,North,2024-05-20,Approved,239703641
2310,2310,58244,32,CT1,North,2024-04-12,Approved,424792256
2311,2311,27347,17,HCM1,South,2024-05-28,Approved,79511159
2312,2312,26920,41,HCM1,Central,2024-01-09,Processing,138823054
2313,2313,41822,36,DN1,South,2024-03-05,Processing,113815683
2314,2314,56659,46,HCM2,Central,2024-07-05,Processing,296050507
2315,2315,50108,19,HCM1,North,2024-01-30,Processing,316810071
2316,2316,99099,35,HCM2,North,2024-04-23,Processing,280155040
2317,2317,17967,46,HN1,Central,2024-05-25,Processing,155195414
2318,2318,21871,40,HN1,North,2024-05-02,Approved,258217052
2320,2320,84270,1,DN1,North,2024-06-05,Approved,443357006
2322,2322,38179,18,HCM2,North,2024-12-17,Processing,355267454
2324,2324,65099,40,HCM2,South,2024-03-25,Processing,375801832
2325,2325,45262,33,HCM2,Central,2024-09-01,Rejected,337302740
2326,2326,88213,12,HCM2,North,2024-06-20,Approved,318596347
2328,2328,87866,24,HCM1,South,2024-07-28,Processing,257749678
2329,2329,96269,16,CT1,South,2024-03-15,Processing,66359485
2330,2330,70545,4,HCM1,South,2024-09-26,Approved,265257451
2331,2331,82146,38,HCM2,North,2024-04-26,Rejected,310665688
2332,2332,81966,44,HCM1,Central,2024-03-04,Approved,298264058
2333,2333,49922,27,DN1,South,2024-12-28,Approved,292731728
2334,2334,89364,9,HN1,South,2024-11-19,Approved,34966284
2336,2336,65677,16,CT1,Central,2024-12-28,Processing,59564778
2337,2337,59841,12,DN1,North,2024-07-31,Approved,406002541
2338,2338,56332,31,HN1,North,2024-09-12,Rejected,77744807
2339,2339,35032,24,DN1,North,2024-01-22,Approved,86965234
